create_date,uuid,label,action,pose,usrn_len,pswd_len,total_time,hold-time,inter-time,distance
2023-09-16-16:08:20,bc0fb98a0fb14353b18d017ad5fa8618,xiehao,1,5,11,6,7714,"[58, 44, 50, 31, 40, 13, 34, 75, 68, 53, 34, 58, 62, 83, 66, 51, 40]","[0, 204, 418, 224, 133, 620, 132, 459, 113, 104, 114, 2717, 92, 83, 206, 56, 100]","[0, 127.69201227954707, 142.64816858270558, 282.0249324084663, 281.00544923541963, 171.00895444391205, 27.227054559757285, 136.35110927308216, 30.620662958205198, 240.2546825766357, 268.01970543226855, 257.9521515707903, 215.44619397891435, 190.2698741262, 149.33958785265213, 183.75612234698468, 267.83623727942415]"
2023-09-16-16:08:51,75f03fc982d644ba899c8b0dd332d635,xiehao,2,1,11,6,9870,"[58, 56, 47, 48, 58, 41, 47, 65, 80, 74, 49, 48, 79, 63, 34, 67, 57]","[0, 667, 340, 520, 330, 609, 117, 289, 101, 314, 280, 1424, 283, 241, 371, 228, 248]","[0, 140.7135832107192, 134.01142675160202, 270.0973204235836, 275.7096525332401, 174.29590500066257, 37.28018910896242, 135.6938189454479, 34.75359693614461, 238.76884742361176, 265.7542332682586, 46.68729082951805, 31.485363663137193, 188.788572217706, 139.4760284063179, 175.80760080269567, 258.1149211107331]"
2023-09-16-16:09:21,8a5a443f902d46f6b0c65db2cdf80115,xiehao,2,2,11,6,10471,"[16, 66, 63, 58, 48, 74, 60, 72, 63, 58, 50, 57, 66, 77, 60, 59, 32]","[0, 520, 289, 543, 437, 297, 469, 584, 127, 411, 462, 1671, 360, 336, 361, 277, 348]","[0, 141.75198411309805, 126.6306143868851, 271.6365045883929, 296.8787894494991, 158.9773961920373, 36.36619309193636, 174.79577369032694, 23.8183227789028, 269.5561166065426, 288.89812218150536, 249.27707977268986, 204.89295985953248, 176.6812100932071, 118.57170826128802, 172.58512392439854, 267.5613247463093]"
2023-09-16-16:10:14,59e2cbee44b044a3928bf35b706428a9,xiehao,2,3,11,5,5920,"[81, 58, 52, 59, 64, 49, 51, 89, 64, 67, 25, 105, 64, 81, 49, 26]","[0, 192, 267, 141, 42, 518, 97, 191, 85, 56, 24, 1797, 135, 43, 83, 23]","[0, 135.6806913307859, 153.6808787715635, 284.00011003518995, 277.2690480381826, 170.79885831000155, 26.553013011709236, 144.1971306926736, 47.91463763819987, 221.71448419081688, 257.0420685413187, 234.72749819022758, 193.99520773720155, 180.4993507606052, 61.80425248314229, 253.54610034469073]"
2023-09-16-16:22:14,eb5b2cbf2f484895ba4846c69d43256b,xushihao,1,1,11,8,13530,"[83, 75, 76, 63, 64, 62, 75, 54, 71, 88, 73, 98, 80, 52, 64, 38, 63, 67, 71]","[0, 585, 136, 127, 280, 416, 168, 433, 499, 373, 439, 4189, 297, 319, 488, 188, 223, 588, 631]","[0, 152.0610279230604, 5.266843928807274, 3.705106024243776, 33.37291535496922, 79.08231050190383, 3.440104580768886, 72.5136183904169, 122.50830185611356, 126.65939977078628, 190.3352383521766, 165.01948961459885, 188.65854694998077, 169.44042956625682, 141.9025417705643, 68.68709602074698, 62.4698743963888, 205.04270012789937, 285.79713084634]"
2023-09-16-16:22:59,2dd5427d67b14e5c85c7f5031f2a8dcc,xushihao,1,2,11,8,10582,"[45, 51, 58, 74, 57, 71, 63, 62, 45, 55, 58, 44, 72, 74, 78, 65, 54, 63, 46]","[0, 565, 118, 103, 220, 348, 129, 555, 500, 415, 448, 2770, 239, 296, 257, 162, 155, 364, 400]","[0, 145.88542152325485, 3.7051060242438423, 3.3282011773513274, 32.475753358667724, 85.26630750341114, 3.8920340432840916, 84.32172819714883, 115.42235280320367, 115.9755126163589, 183.36241476357415, 170.67634341402865, 184.76737333339105, 178.65294774966625, 148.2687468813814, 81.06860269669924, 90.2257523688916, 179.54261415011754, 285.072564207616]"
2023-09-16-16:23:34,2369503caefb4a07afcdfbff9840dd71,xushihao,1,3,11,8,7125,"[82, 82, 85, 73, 82, 80, 79, 64, 66, 72, 31, 55, 82, 57, 57, 99, 89, 83, 67]","[0, 237, 68, 59, 120, 414, 89, 397, 244, 113, 145, 1964, 69, 53, 26, 79, 85, 77, 67]","[0, 152.66779497098196, 2.6468693129362264, 4.615384615384562, 25.847985283098293, 69.42809485380961, 11.081195757150235, 82.43225656911817, 106.15429208379024, 110.90760587723513, 184.9970413964607, 172.11665233740263, 201.04955378444166, 186.6721329151746, 157.04369421753654, 80.53137137257715, 86.1977909902431, 204.77633923973258, 295.68334253598806]"
2023-09-16-16:24:46,c8ae1f03343a4705a14de0b8b4866fa5,xushihao,1,4,11,8,8326,"[31, 55, 54, 61, 66, 30, 56, 58, 65, 61, 53, 70, 44, 91, 65, 64, 79, 99, 57]","[0, 272, 103, 98, 94, 426, 111, 353, 479, 157, 241, 2113, 468, 102, 37, 111, 85, 55, 35]","[0, 158.15504339564797, 1.7941390445677832, 0.9730085108210094, 35.08232077228116, 72.78337803608179, 8.9442719099992, 73.41734474138752, 116.6839660321592, 100.70755599417318, 183.1627465288079, 167.38829181482907, 187.77728215177598, 184.5543488848412, 156.03034145838848, 75.3601216094698, 66.79474875720739, 202.2671500763285, 295.3790063570018]"
2023-09-16-16:25:29,b0b2c1bcb6574e7883b454b048b8741f,xushihao,1,5,11,8,7507,"[66, 68, 49, 56, 38, 75, 48, 65, 56, 65, 52, 43, 72, 61, 40, 48, 72, 86, 57]","[0, 176, 126, 119, 179, 437, 119, 279, 448, 253, 215, 1340, 113, 23, 36, 110, 104, 83, 35]","[0, 150.76357917193968, 6.5777102542867345, 5.008867875722994, 38.55373564966668, 74.76859765480609, 7.442084075352479, 66.58180002579199, 120.04772226619619, 114.46153846153845, 194.50267335136655, 173.3446817708142, 180.64709458240696, 179.7368227264157, 160.6510423136112, 79.31541408353488, 82.4942529825437, 196.31155048053338, 289.08965460971945]"
2023-09-16-16:26:43,34607efceee94d0fa5c8b49ce64bc72b,xushihao,2,1,11,8,17371,"[75, 51, 65, 56, 57, 37, 58, 62, 34, 80, 91, 72, 90, 56, 48, 82, 66, 15, 76, 79, 72, 66, 64]","[0, 561, 127, 98, 118, 523, 118, 482, 430, 496, 539, 2661, 337, 338, 397, 161, 160, 356, 107, 557, 2471, 2966, 575]","[0, 155.15504747637587, 2.3433148018042527, 1.970192073056283, 34.27697831786737, 78.78425337516157, 5.121020608336363, 81.23076923076925, 133.46967388194906, 129.0526244663657, 180.56800584192044, 166.0687103823213, 180.84587573188048, 176.71559740686138, 157.32828527989628, 71.37533096121156, 74.2304105212536, 190.775186011266, 0.0, 275.2814589775431, 94.44951063489746, 12.035450594220203, 101.09787863792567]"
2023-09-16-16:27:30,5c786060564849f6b0db6dfe754aaf08,xushihao,2,2,11,8,9049,"[68, 74, 73, 49, 64, 65, 55, 49, 63, 65, 56, 64, 82, 71, 79, 82, 57, 57, 64]","[0, 509, 98, 103, 129, 350, 117, 377, 416, 363, 490, 1147, 321, 339, 449, 102, 128, 287, 447]","[0, 153.3200234339886, 5.67356581987251, 23.256735360857654, 33.841957781855264, 80.42314130152302, 3.2124020027417193, 72.7091962473449, 130.47931664063051, 121.40752440540301, 175.085575019422, 151.76562434796563, 195.90336948994724, 196.7058898472329, 166.04212768355046, 68.45583381591341, 61.79178628321893, 217.6905137191642, 288.58356393388215]"
2023-09-16-16:28:15,651f146404634e1fa50e22f8948f8123,xushihao,2,3,11,8,7800,"[63, 74, 57, 56, 55, 64, 83, 65, 58, 50, 51, 55, 80, 76, 65, 74, 82, 75, 55]","[0, 398, 126, 112, 397, 297, 77, 228, 253, 144, 837, 1780, 305, 70, 49, 103, 94, 52, 35]","[0, 142.77751965328153, 5.293738625872344, 3.755863266379612, 36.68254990394778, 73.95440783259522, 10.195717862019043, 75.93519504257462, 120.12774265844263, 127.21132769329594, 201.48678139501627, 170.63057433944326, 185.58846117977515, 175.74645534987994, 157.95437885293515, 88.80535193638039, 79.20612013888584, 213.33819028001685, 299.92677607362293]"
2023-09-16-16:29:19,87cb39448fb64958afb35ece81984959,ganjiaqi,1,1,11,8,12023,"[91, 84, 79, 120, 89, 72, 87, 81, 115, 82, 97, 73, 102, 76, 97, 78, 79, 63, 83, 104, 99, 72, 92, 89, 69]","[0, 421, 438, 375, 247, 205, 1736, 560, 330, 611, 229, 195, 211, 157, 703, 588, 382, 2659, 219, 291, 219, 179, 313, 185, 731]","[0, 144.3342603065012, 119.409989373294, 37.619081146038006, 62.46229631976769, 35.51814270958524, 325.7543271497782, 147.46681504142396, 103.07876002955591, 28.72106210229742, 63.58519421277979, 39.55372348363826, 40.430816063665645, 43.21735351650322, 325.32914602666307, 110.86534291813211, 213.96720425579576, 185.56933025519317, 157.15939972867332, 193.65949499056325, 83.07293437718151, 48.93855584833608, 252.05484516353613, 62.80617314098495, 246.56043343829134]"
2023-09-16-16:29:52,10d6e8d60ce84165ad64e0785fcecccc,ganjiaqi,1,2,11,8,8878,"[82, 63, 77, 66, 34, 39, 66, 57, 75, 66, 54, 53, 81, 71, 75, 64, 82, 80, 66]","[0, 553, 270, 167, 194, 202, 93, 162, 545, 328, 422, 1317, 389, 465, 138, 102, 269, 154, 304]","[0, 148.70740899875923, 111.24725912453705, 43.23487524984687, 83.70644676946473, 30.954824881300052, 43.568622333865555, 45.3154623088009, 337.545333356878, 120.01420034322467, 211.7569221603871, 188.76365109928173, 153.0967130616979, 217.9452729742821, 61.803276372812164, 53.27432633223851, 250.79018317376648, 42.06278766925551, 263.58026521918856]"
2023-09-16-16:30:42,8025467b162e4e699d20a57af5f51f22,ganjiaqi,1,3,11,8,19039,"[97, 78, 100, 82, 63, 66, 82, 76, 58, 91, 107, 81, 83, 62, 68, 67, 66, 91, 79, 65, 70, 91, 81, 72, 63, 76, 84, 83, 110, 73, 43, 56, 64, 65, 78, 108, 77, 107, 80]","[0, 604, 853, 311, 447, 153, 128, 126, 75, 110, 170, 236, 45, 1106, 126, 17, 127, 93, 29, 356, 87, 70, 76, 484, 905, 210, 169, 91, 43, 135, 25, 575, 1111, 87, 449, 522, 1163, 320, 70]","[0, 150.23736643122226, 342.63013335669075, 152.29898965036082, 113.60890039306213, 36.77148367735955, 69.59357924542569, 27.391528945792118, 37.17350968748055, 34.769230769230774, 320.9480040470343, 103.67039257115789, 217.20548992157404, 181.52594480969725, 150.17937992229875, 231.22498585325988, 47.400596705604194, 50.67216828845258, 241.84008604640985, 312.0074342916438, 2.2400338120862995, 1.1094003924504583, 6.1615336598463175, 80.04081798919033, 64.00073964069644, 80.01479153197442, 64.26645715140121, 42.6628449964987, 241.1485338637069, 66.83796533009858, 251.2384472895216, 88.94915774037369, 31.92891512879474, 3.2708140962260304, 4.28565793144127, 331.4887344467211, 330.6425517706699, 310.881320227305, 249.6387923124508]"
2023-09-16-16:31:36,aabbe429e0d347f9885c2a4b6cd87f0b,ganjiaqi,1,4,11,8,22129,"[68, 88, 85, 79, 43, 24, 41, 36, 57, 81, 66, 115, 55, 74, 68, 74, 74, 66, 64, 61, 55]","[0, 2020, 436, 489, 178, 149, 85, 157, 625, 415, 537, 1645, 9712, 656, 574, 377, 144, 118, 288, 157, 507]","[0, 147.92577700643852, 119.16633494664248, 25.37295769610866, 66.31964910935645, 35.93155887346005, 29.289010803476334, 28.31438048080572, 344.7741392572704, 122.8567260996686, 216.63723666002642, 185.85532325825903, 8.637334675457353, 142.06257476171896, 289.11454293222823, 217.6411464752317, 66.0822510612755, 47.55314684800495, 250.59777054784487, 52.565878644165515, 243.3877272970364]"
2023-09-16-16:32:22,6b14305012014e61af2b0c41f9355776,ganjiaqi,1,5,11,8,18591,"[87, 80, 57, 73, 48, 41, 42, 49, 3, 80, 73, 89, 112, 65, 73, 74, 107, 64, 150, 72, 31, 64, 71, 64, 57, 139, 57, 49, 64, 117, 75]","[0, 473, 279, 187, 139, 125, 109, 118, 496, 217, 130, 6702, 820, 120, 102, 86, 110, 112, 179, 404, 103, 700, 81, 92, 257, 397, 127, 681, 78, 709, 125]","[0, 161.43417879383608, 103.61569870319595, 31.74155993676013, 69.84886473898804, 40.09220142851489, 32.31355258205717, 31.295499421221418, 341.8732939444467, 110.60029853261227, 229.29766705822195, 192.76892381337223, 147.74646442970905, 210.45659013526034, 62.18810936783311, 47.787498055602356, 254.61403671500065, 244.55016063190135, 249.74647500044506, 327.3851937531039, 10.839332279266797, 50.899599514821666, 7.183149249186941, 1.8716192400917275, 1.794139044567686, 324.68712295169775, 256.62220983360277, 123.68962875017051, 7.016464154456173, 305.7620995781877, 240.65394143173143]"
2023-09-16-16:34:02,ca51dbf1d3fc4d4eb2ed598c2d0b6d16,ganjiaqi,2,1,11,8,9802,"[72, 57, 82, 81, 117, 91, 90, 102, 82, 57, 108, 56, 87, 88, 82, 72, 70, 80, 75]","[0, 708, 331, 262, 211, 159, 270, 117, 587, 422, 439, 1625, 273, 375, 168, 130, 338, 182, 270]","[0, 149.95983683213947, 105.84615384615387, 35.385953151969424, 79.51212181040638, 31.41778036521556, 42.95036353525608, 40.788674608662674, 323.0841024843323, 100.30816422729951, 226.28923210804209, 190.23672577691073, 158.54127941361676, 206.83355226653936, 68.64021627253827, 64.41433924672137, 249.17074300888063, 62.56452290737312, 246.17480679988068]"
2023-09-16-16:34:51,c487b6b4653241baa7480f6e513fa6da,ganjiaqi,2,2,11,8,13329,"[48, 61, 63, 65, 57, 1, 63, 65, 63, 60, 56, 66, 73, 87, 73, 65, 89, 38, 35]","[0, 598, 414, 429, 187, 228, 111, 153, 652, 505, 453, 1700, 322, 404, 149, 93, 296, 189, 294]","[0, 154.1734979029188, 105.53891006856921, 26.18278941477518, 62.70660525969545, 48.93855584833613, 52.137732931786296, 36.531902245254166, 333.234320600438, 120.26637102698325, 215.46394143608254, 190.0193699251357, 159.0781133715325, 224.7891846036924, 52.19988891144181, 46.81096316237628, 253.6643171571764, 48.16637831516924, 247.9215375020824]"
2023-09-16-16:34:51,996b4ec6caf340ccaca15bd6965743a1,ganjiaqi,2,2,11,8,10572,"[48, 61, 63, 65, 57, 1, 63, 65, 63, 60, 56, 66, 73, 87, 73, 65, 89, 38, 35]","[0, 598, 414, 429, 187, 228, 111, 153, 652, 505, 453, 1700, 322, 404, 149, 93, 296, 189, 294]","[0, 154.1734979029188, 105.53891006856921, 26.18278941477518, 62.70660525969545, 48.93855584833613, 52.137732931786296, 36.531902245254166, 333.234320600438, 120.26637102698325, 215.46394143608254, 190.0193699251357, 159.0781133715325, 224.7891846036924, 52.19988891144181, 46.81096316237628, 253.6643171571764, 48.16637831516924, 247.9215375020824]"
2023-09-16-16:35:30,4435372c931d4d57ae63d713302c5555,ganjiaqi,2,3,11,8,10256,"[99, 83, 72, 64, 82, 81, 58, 83, 72, 65, 82, 90, 66, 80, 75, 58, 64, 82, 64, 21]","[0, 245, 320, 515, 136, 111, 69, 102, 404, 197, 103, 1280, 328, 1806, 85, 16, 105, 76, 20, 130, 47]","[0, 160.40333777459486, 121.84965029948386, 46.69021665575075, 69.67175788046292, 25.970397348934394, 32.94032617867344, 39.22684746611914, 329.9156069244189, 95.1600333788441, 221.8544754653908, 128.6908133620538, 149.95352337173554, 185.324279999671, 166.3178677595846, 229.46606406223341, 50.42587858202599, 57.320029647729406, 251.92804457815018, 126.20055420503036]"
2023-09-16-16:36:04,9a138bed9bfb4345bcc23a201d35a148,ganjiaqi,2,3,11,8,12408,"[64, 54, 64, 41, 57, 82, 65, 70, 58, 74, 82, 64, 91, 82, 90, 81, 64, 83, 71, 74, 65, 81, 63]","[0, 657, 270, 137, 168, 137, 60, 107, 235, 504, 60, 3194, 592, 1317, 68, 19, 113, 84, 46, 155, 25, 944, 570]","[0, 151.79338183606944, 109.04860216039496, 44.311965605894635, 89.23129973317101, 20.14151119883465, 28.780335166701825, 29.230769230769226, 328.5158304976702, 104.96953629646964, 217.68138053575612, 120.83183090951964, 145.77278258307294, 189.1969951098058, 161.86048488759494, 225.62995310828077, 53.72205479686759, 49.372871836391816, 246.99184280903117, 66.15384615384608, 234.26703016028168, 116.14844613020678, 104.0477814679505]"
2023-09-16-16:40:27,b82e2c8ce96e420bad13640eb0564a4e,ruanyouxiang,2,1,11,12,25709,"[1, 51, 30, 35, 1, 65, 60, 2, 54, 78, 46, 68, 60, 36, 76, 45, 62, 61, 55, 44, 68, 42, 44]","[0, 850, 186, 870, 568, 1739, 514, 406, 387, 283, 752, 4319, 514, 431, 521, 344, 358, 291, 746, 463, 530, 557, 599]","[0, 251.4588062685417, 2.569350598886808, 99.02098893668955, 174.81385188966001, 211.0126069989658, 144.9145491746774, 60.76417658662051, 169.01021603737448, 37.536076396581464, 74.74291876994101, 89.751762691604, 104.60201733833817, 212.36245548589798, 203.32637133743867, 99.01998298954611, 97.12628699276007, 69.60303176766078, 167.89046140638843, 197.1998114223236, 236.02582783723054, 199.85952097660996, 68.85219676960206]"
2023-09-16-16:41:45,520a91ea8fcf490fa3ef45cecfb4774d,ruanyouxiang,2,2,11,12,29574,"[0, 66, 51, 52, 30, 72, 1, 69, 64, 0, 53, 76, 94, 51, 54, 39, 31, 54, 100, 53, 62, 72, 52, 21, 53, 45, 29]","[0, 5127, 206, 1474, 431, 718, 602, 538, 476, 555, 472, 408, 414, 4341, 649, 576, 697, 777, 701, 494, 746, 1732, 663, 628, 609, 641, 333]","[0, 245.40604108293664, 6.534165019342563, 142.525285585576, 150.89955527187612, 105.0177440364246, 185.2601422662198, 227.92354975133654, 152.81264059298235, 78.56886410181835, 176.87798142363562, 52.91281153936162, 79.07141748128713, 89.33093319225989, 119.53765097240283, 210.04222975689913, 214.9504757641862, 114.28890202027492, 121.13952763755518, 73.7444913196911, 164.5794949446923, 205.56667105832108, 221.20162783363503, 207.20055577266194, 242.15565919724028, 201.09237810332345, 76.38292716635047]"
2023-09-16-16:42:34,bdefde43fa824f2b86233e38c469b98c,ruanyouxiang,2,3,11,12,12012,"[3, 55, 30, 39, 70, 70, 4, 54, 64, 0, 60, 38, 45, 61, 52, 7, 77, 46, 29, 54, 62, 26, 48, 79, 46]","[0, 1050, 194, 251, 114, 193, 228, 101, 567, 467, 381, 237, 250, 1891, 263, 207, 88, 154, 259, 230, 276, 274, 348, 72, 139]","[0, 321.5599185999399, 315.1128580068576, 243.95190355887775, 8.929629401604526, 105.50362849210445, 171.26967268389927, 205.50008553830332, 126.54174212488144, 72.7284386003852, 171.0345474056338, 42.127271823012705, 80.39339311317815, 84.1414591996716, 105.54088736717159, 214.20172479756087, 214.48894566503887, 93.49099639136381, 88.74095464468475, 62.41243866409961, 166.53464823423383, 199.90943261887367, 245.89099782728928, 207.80667285063296, 73.33197205175925]"
2023-09-16-16:48:57,5b549989787841b18a7d37b64bd4d4d3,yangxiaoyu,1,1,11,10,13858,"[89, 61, 53, 82, 59, 62, 48, 60, 40, 18, 61, 97, 46, 75, 87, 84, 67, 40, 97, 99, 82]","[0, 739, 503, 350, 547, 671, 373, 615, 163, 498, 468, 1532, 779, 651, 165, 699, 273, 541, 409, 232, 95]","[0, 267.63324822517023, 189.33597415998662, 254.12595302329905, 292.05497960334645, 218.74896825153508, 218.7032489724629, 222.81656631009787, 8.117197107923898, 152.14612858842136, 193.38189045398119, 113.2965626623823, 197.23787105365383, 224.19535132458824, 71.37070672045901, 114.42853179556612, 221.1294241439213, 245.07595194596766, 285.29906336256266, 97.08243919473797, 19.827029810617425]"
2023-09-16-16:49:49,cea3c5a1aa064e6bac9b8d22f58b7f1d,yangxiaoyu,1,2,11,10,17121,"[36, 65, 47, 56, 54, 33, 50, 52, 53, 57, 68, 8, 44, 71, 65, 50, 53, 40, 26, 3, 47, 51, 43, 38, 37, 53, 51, 56, 47, 48, 41, 46, 33, 40, 40, 37, 44, 44, 39, 38, 81, 54]","[0, 399, 547, 391, 285, 362, 416, 718, 163, 719, 230, 1066, 368, 436, 104, 221, 245, 337, 441, 833, 77, 58, 65, 81, 80, 72, 65, 63, 439, 404, 337, 118, 651, 202, 575, 456, 108, 498, 468, 326, 414, 121]","[0, 259.0774230053849, 188.93149846203818, 267.68347809389445, 298.0745618875326, 218.03669415949238, 218.47984905808696, 230.08718154454218, 4.055175020198806, 153.00036310777543, 184.76411387977316, 127.56262078768303, 178.31713322056297, 214.04179238851674, 55.23686369727297, 99.84710533833439, 212.7818392417715, 245.57376126577978, 300.2212609985435, 105.90614293378404, 3.0731814857643123, 2.7487370837451715, 2.3333333333333712, 4.055175020198806, 2.027587510099413, 6.86375342732463, 2.748737083745199, 3.800584750330533, 144.62557019958663, 175.59581113707952, 197.60369992037653, 64.55402560818511, 102.82077178815138, 190.5608680827322, 100.10938461946954, 56.65195887561561, 4.447221354708704, 110.54059083532262, 245.14530838305313, 278.45805588793604, 104.6687897873839, 36.81787005729089]"
2023-09-16-16:50:24,ca2466b5f2e84300836885bc87cfe999,yangxiaoyu,1,3,11,10,10641,"[61, 79, 105, 61, 83, 62, 99, 57, 57, 71, 56, 69, 90, 81, 38, 47, 61, 78, 57, 69, 29, 65, 22, 48, 36, 70, 48, 46, 31, 60, 83]","[0, 123, 164, 62, 211, 613, 78, 94, 76, 146, 103, 1185, 70, 43, 964, 72, 585, 201, 108, 247, 283, 68, 695, 79, 250, 280, 109, 248, 61, 390, 87]","[0, 260.5551764981844, 193.15221401210434, 261.0938528575501, 291.3335240273975, 229.07010086676772, 226.00614544250297, 225.38879987947738, 8.359957469322898, 164.7010760269782, 196.68050798750295, 113.96149447169522, 184.05947106543823, 239.17473853974542, 79.67294257009577, 2.8284271247461903, 316.93146823178597, 231.9588086037883, 80.06802663291313, 78.74572298791149, 99.6014279237223, 260.19586639470066, 119.00746942010724, 4.807401700618694, 4.678556282539357, 245.02743610551948, 218.0010193656086, 257.1236192098182, 282.39157211220027, 104.37645541234114, 36.30273941300973]"
2023-09-16-16:50:59,efc39c32a2c14d8b987ab4f0899aa869,yangxiaoyu,1,4,11,10,10512,"[1, 42, 34, 27, 46, 48, 58, 64, 40, 37, 30, 48, 38, 69, 56, 56, 71, 23, 97, 63, 64]","[0, 319, 317, 421, 325, 288, 248, 457, 103, 292, 419, 2482, 426, 429, 123, 494, 189, 529, 230, 245, 70]","[0, 264.00757564888175, 180.85875397361585, 254.04920783186864, 302.3643864978517, 229.3626434758333, 215.67078821409467, 227.66886284933892, 6.7986926847903275, 154.4245590715559, 181.30836225122712, 124.34941808379229, 177.22506093163634, 215.90288454663022, 80.8737012603946, 112.90359702959961, 203.54251535135242, 243.60304687019914, 301.56057066164635, 109.75983884017973, 24.33561633125865]"
2023-09-16-16:51:38,24055484fa7344ba905d4ae97aec98ca,yangxiaoyu,1,5,11,10,11118,"[1, 57, 68, 38, 70, 39, 28, 37, 56, 87, 23, 42, 65, 47, 47, 43, 56, 92, 19, 40, 40, 47, 55, 53, 53, 41, 40]","[0, 107, 666, 221, 149, 176, 194, 288, 101, 507, 176, 1288, 271, 153, 144, 229, 151, 241, 577, 94, 53, 559, 246, 199, 162, 575, 93]","[0, 258.0363884760787, 178.85624270781142, 258.7306621866754, 297.74131202923263, 221.22612865572637, 223.57325421436258, 232.20130155631006, 6.082762530298219, 149.38168859967038, 185.55442448091728, 123.0591547003129, 178.89351270766892, 210.71834809105312, 76.14314005724863, 86.4439445858156, 202.7554630035349, 265.0771376201443, 319.281311002626, 2.6874192494329017, 3.144660377352149, 240.38880543356797, 221.04499290617028, 254.1967741730803, 287.60408743811547, 103.41072370783306, 27.365834335698366]"
2023-09-16-16:52:14,238cac279dbb4adab631222f55ed6cd4,yangxiaoyu,1,2,11,10,12767,"[0, 43, 60, 40, 21, 45, 46, 51, 55, 41, 58, 42, 35, 70, 60, 59, 61, 38, 55, 49, 57]","[0, 629, 453, 385, 475, 479, 511, 574, 231, 373, 390, 1602, 658, 553, 207, 650, 309, 671, 348, 934, 280]","[0, 272.01000798581737, 182.0061812137159, 257.02858682342014, 300.01851794699456, 222.05629916757593, 227.94858094657124, 231.06949411618814, 5.587684871413428, 150.56412439739944, 192.7231751041431, 140.0777561848339, 177.14432283059796, 213.41274563624359, 62.57440016137238, 108.67331268020172, 201.1991826800276, 232.59167846010504, 278.05075475931056, 108.13160705568218, 45.03085362035438]"
2023-09-16-16:52:50,7e1f45470fb94c4c9d6f0e42f7d33076,yangxiaoyu,1,3,11,10,10239,"[2, 85, 69, 77, 82, 61, 63, 62, 78, 71, 40, 84, 73, 72, 62, 66, 23, 75, 65, 72, 63, 71, 53]","[0, 128, 207, 113, 110, 546, 163, 341, 62, 223, 302, 1027, 246, 105, 127, 146, 1172, 295, 443, 213, 118, 481, 192]","[0, 270.62992361443617, 204.4118935439477, 271.0461215365386, 312.66684434962974, 243.0112023023721, 242.37826268504818, 253.37039202628935, 4.853406592853622, 157.350634641943, 198.84695399002499, 144.4672204265652, 184.64861524287448, 235.72229423624742, 85.97932568033112, 66.86719840267145, 213.0315573910224, 237.39325086353145, 220.13379769787488, 254.89889063007803, 293.76823820450323, 117.46441541543072, 47.428308471254255]"
2023-09-16-16:53:30,d747bd18f8a54f0eb909f287dc87f767,yangxiaoyu,2,1,11,10,14345,"[1, 59, 71, 1, 13, 1, 62, 65, 52, 62, 72, 56, 60, 18, 58, 40, 65, 64, 79, 88, 77, 73, 66]","[0, 714, 516, 764, 1067, 348, 691, 581, 383, 623, 230, 369, 419, 1470, 558, 665, 144, 229, 289, 576, 784, 227, 93]","[0, 262.3367217061987, 190.18266073552664, 271.22704715995997, 127.42623138288452, 130.91897409381795, 311.24713296314513, 235.86483888494743, 243.90571949013412, 239.31963749113635, 14.522013940528002, 154.36500754884685, 192.3821428534595, 113.94979401278252, 191.52748569794826, 212.3050739959939, 65.26016310804697, 115.10767905651551, 220.78269859751245, 242.01974207811142, 287.2405109156978, 105.11898020814317, 41.4366987102013]"
2023-09-16-16:54:07,c0616bfe6d2b453d94b227e22b78367d,yangxiaoyu,2,2,11,10,13130,"[23, 64, 70, 46, 59, 61, 61, 62, 67, 58, 83, 54, 95, 53, 55, 73, 56, 77, 75, 48, 90, 92, 75]","[0, 448, 337, 433, 667, 1032, 500, 440, 126, 360, 835, 323, 289, 1742, 450, 406, 142, 630, 331, 475, 246, 240, 112]","[0, 263.37468029828193, 191.14072767931427, 250.22745208665208, 291.1336081213878, 221.862069263265, 220.3003631408719, 217.35640214991494, 9.219544457292887, 119.41570713734063, 228.8255036290997, 239.80605589610212, 186.54653872723316, 112.62055269305367, 184.54335533960577, 201.50992531386638, 67.81183115389557, 103.04381484484053, 209.76660310396835, 251.4392460306156, 288.1417957264174, 110.11357772772621, 33.15284469108361]"
